Author,Published At,Comment,Likes
@Taslim-s2y,2025-03-26T12:48:07Z,Gara2 WS mungkin akan ada konflik etnik masyarakat sumsel dan masyarakat etnik semarang dan hati2  bilah ada unsur ADU DOMBA ayo kita kawal NKRI .salam persatuan dari wong plg,0
@adhevioscornovyansar1984,2025-03-26T12:47:33Z,WILSAL is real PENGECUT!,0
@DwiIntansafira,2025-03-26T12:47:19Z,"Ws ni selalu kalo ada masalah menghindar, ada masalah selalu gak mau ketemu dan diem doang<br>Gak gentle banget si, kek sakit ni org haus validasi banget",0
@arieprasetya7308,2025-03-26T12:47:16Z,"Will kamu slah nolong orang,",0
@yunan0987,2025-03-26T12:46:56Z,bang wimli bang wimli,0
@ANUGUYONAN,2025-03-26T12:46:36Z,"Sisi gelap konten kreator, apapun caranya yang penting kontenya viral. Gw nyebutnya Blundernya Willie salim sih",0
@jawarabos88,2025-03-26T12:46:30Z,"Woi kalau ada kesalahan baik yang disengaja maupun tidak disengaja itu harusnya dinasihatin, ditegur, dikasih tau baik baik. Jangan malah menyindir,mencemooh,menghina,memaki. Itu tidak baik lah. Kalian kan sudah pada dewasa, dah berjembut, jenggotan,punya nalar, jangan malah bertingkah kayak kanak kanakan lah. Buat statement negatif dimedsos, penggiringan opini, lapor melapor, terlalu berlebihan benar ini mah... apa sih yang dirugikan dari sebuah tayangan video rendang yang raib. Ambil positifnya buang negatifnya. Kita semua manusia biasa yang gak luput dari kesalahan. Dan jangan juga mencari kesempatan dalam permasalahan ini. Memantik api, menggiring opini.Anda anda semua tidak disana saat itu terjadi tapi mengapa bercerita seolah olah anda anda tahu segalanya. Intinya lihat niat baiknya, jangan mudah percaya media,media, omongan org org... jadilah smart people.",0
@Slkdy,2025-03-26T12:46:17Z,"menit <a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1599"">26:39</a> di tanya masak rendang berapa jam di jawab kemana hahah pusing bet",0
@dioandhika2009,2025-03-26T12:45:07Z,"blibet bngt ngomongnya kek mo bilang <b>gua udah se effort itu buat masak ini</b> bertele tele bngt ngomongnya capek dengernya, yang ditanyain apa yang dijawab apa hadeuhhh, ga pernah sekalipun suka sama si wilwil dari awal nongol",0
@dimsgaming5900,2025-03-26T12:45:04Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2854"">47:34</a> Demi konten😂 menurut gua MH emang bnr ngeledek bngt gak nyangka bakalan masak lgi",0
@mhekychamandanu9919,2025-03-26T12:45:03Z,Gass trus bon ..!!,0
@dadstrick210,2025-03-26T12:44:57Z,"Bodoh si wilii klo kaga deketin si bobon ini.. Bobon ilmunya banyak, kebijaksanaan nya juga bagus,, bisa jadi mentor dan sohib yg solid, bodoh bener jaman sekarang langka nemu karakter kaya bobon gini.. Ini tipe mentor yg keras tapi nerap didikan nya ..",0
@pohosare666,2025-03-26T12:44:53Z,"Lagian ngapain lah bikin&quot; kontek kek gitu,udah kerja aja yg bener",0
@dioandhika2009,2025-03-26T12:44:51Z,"blibet bngt ngomongnya kek mo bilang <b>gua udah se effort itu buat masak ini</b> bertele tele bngt ngomongnya capek dengernya, yang ditanyain apa yang dijawab apa hadeuhhh, ga pernah sekalipun suka sama si wilwil dari awal nongol",0
@rennykristian9534,2025-03-26T12:44:42Z,Ngedengerin wily cerita ngebosenin banget ngomong berbelit2,0
@arhakim2209,2025-03-26T12:43:44Z,"Lebih baik benahi diri sendiri.. budayakan untuk tertib, dan tidak mengambil apa yg bukan hak nya...",0
@ferikiron4577,2025-03-26T12:43:15Z,ngmongmu mbulet will 😵‍💫,0
@lisanlie4373,2025-03-26T12:43:15Z,Dr sebelum nya jg sy sudah menduga semua konten itu anak mengada²..  konten itu anak tidak menarik menurut gw..  berbeda dgn bobon dgn konten yg menarik dan lucu,0
@muhammadnurfaizi5623,2025-03-26T12:41:46Z,Ws termasuk betah isin😂,0
@RatnaKomara-ls6em,2025-03-26T12:41:33Z,"Geleh pisan iiih ka si willi ieu, meni asa kumaha kitu.🤮🤮🤮",0
@LoginGobiz,2025-03-26T12:41:30Z,Anehnya si wili pada banyak follower nnya apa yg followers orang buta semua,0
@didibae6780,2025-03-26T12:41:24Z,Gra2 rendang jd heboh se Indonesia.. Will.. Will..,1
@PIALA899-q3r,2025-03-26T12:39:46Z,"Sekali coba, langsung kelar urusan, thanks ✌𝐏𝐈𝐀𝐋𝐀𝟖𝟗𝟗✌!",0
@PIALA899-v7d,2025-03-26T12:39:39Z,"Sekali coba, langsung kelar urusan, thanks ✌𝐏𝐈𝐀𝐋𝐀𝟖𝟗𝟗✌!",0
@PIALA-q2q,2025-03-26T12:39:35Z,"Sekali coba, langsung kelar urusan, thanks ✌𝐏𝐈𝐀𝐋𝐀𝟖𝟗𝟗✌!",0
@panjipradipta31,2025-03-26T12:39:31Z,byon combat sudah,0
@VivaLavida-g6q,2025-03-26T12:39:11Z,"Willie menjauh dari masalah,,ini ni parah ni",0
@FaisalBachri-j6p,2025-03-26T12:38:45Z,Guoblok sumpah willi sampah ketahuan bohongnya😂,0
@INFJ_Taurus-el5px,2025-03-26T12:38:34Z,"WS tipikal cemen, ga punya sikap kesatria",0
@rizkyramufti1980,2025-03-26T12:38:33Z,Dua orang mualaf turun gunung,0
@marthin1867,2025-03-26T12:38:21Z,Punya willi daging 20 kilo ya cepat hbis . Kalo 200kilo ngk mungkin hilang cepat😂😂,0
@AlishaChanel95,2025-03-26T12:37:57Z,"Terus berbuat baik Wil, terserah mereka mau bilang apa. Kamu berbuat baik udh dari dulu. Terlepas kata orang berbagi cuma demi konten, itu tetap berbuat baik and berbagi❤ bukan konten julid ngomongin orang😂",0
@taufiksyakirin9323,2025-03-26T12:37:54Z,"Terlalu bertele tele apa yg dikatakan willie <br> <a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2321"">38:41</a>",4
@bagusjunianto4827,2025-03-26T12:37:38Z,Konten dia hanya untuk konsumsi bocah sd,0
@yokialba3204,2025-03-26T12:36:36Z,Kok bang bobon merasa tersaingi? Jgn sombong bang . Mentang2 ada orang konten berbagi masak . Malah mau jiplak Abang bobon. Wah sombong nih orang. Hilang respect sama nih orang,0
@anasx_friends6749,2025-03-26T12:35:13Z,Suka dengan sikap dan kedewasaan dari bang bobon . Panjang umur bang bobon 🌹,0
@inibercanda,2025-03-26T12:35:06Z,Willie Salim Salah<br><br>Minta Maaf ❌<br>Diskusi dulu aja ✅,0
@Kuzzan23,2025-03-26T12:34:44Z,"Emang warga nya aja rakus,ga tau apa itu antri dan menunggu😂",0
@WarungKopi-m7u,2025-03-26T12:33:56Z,"ws dan kota palembang sama.&quot;korban oknum oknum<br>1.wili salim datang ke palembang untuk membantu kurir paket yg kehilangan  puluhan paket dan motornya,<br>2,acara memasak blm di kelar habis di jarah dgn panci, ember dll maka d sebut hilang bukan habis<br><br>aneh jika ada orang kehilangan sapi umpama ,yg kehilangan yg d laporkan dan di maki.maki,sementara malingnya aman,",0
@DeniSumarna-cb3ys,2025-03-26T12:33:22Z,Adab lebih utama dari konten .... Benar kata ko bobon,0
@DikiSeptian-fj2mh,2025-03-26T12:32:47Z,"Gilak ya si WS ini idup nya isi nya konten melulu mana settingan semua dzolim banget WS ini, apa dia ngga takut kalo semua yang dia perbuat ada pertanggung jawaban nya ya",0
@Abu_Hanifa99,2025-03-26T12:32:47Z,"Gw lebih respek ka babon, dulu kontnya gak bagus, menurutku tapi makin hari makin bagus. Setiap waktunya ada perubahan membaik.<br><br>Kalo wily salim gak pernah nonton pun",0
@Rizkynv313,2025-03-26T12:32:32Z,Eneg gua dengernya😅,0
@MaulanaAhmad-c4u,2025-03-26T12:32:23Z,"Singkat, padat, setingan",0
@TwentySevenJFGaming,2025-03-26T12:32:22Z,"di vidio bang bobon banyak banget yang bisa kita syukuri,bukan sekedar nyari konten tapi memperliatkan keragaman budaya indonesia",9
@asep12,2025-03-26T12:32:16Z,Niatny si baik cuma gk ngerenndahin jg kli,0
@Bungadewisartika,2025-03-26T12:32:08Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1797"">29:57</a> keceplosan gak sehh",0
@DDDHoby,2025-03-26T12:32:03Z,Jadi kan bobon santoso yg kelolah program makan geratis..😊,0
@PWanimasi,2025-03-26T12:31:39Z,Wes arep nangis ngono pas telpon,0
@putragraviss9989,2025-03-26T12:31:27Z,Kebanyakan yg komen d sini pasti org palembang 😂,0
@kuasmagic146,2025-03-26T12:30:56Z,Brrti seharusnya willie sblm mengadakan masak besar harus konsul dan diskusi dulu dengan bobon. Alias belajar. Tapi gimana gimana pun dagingnya udah dimakan kan sama orang2... Semoga masalah seperti tidak terjadi lagi.,0
@MaulanaAhmad-c4u,2025-03-26T12:30:55Z,Dari berbicara aja ws keliatan anak manja😊,0
@cha3250,2025-03-26T12:30:32Z,"beberapa kali kepo kalo ada masalah sama si ws, selalu ga ngerti dengan cara dia menyampaikan klarifikasinya, entah karena ketidakmampuan dia untuk mengkomunikasikannya atau gimana tapi kesannya memang jadi kaya settingan dan ditutup tutup, kaya beda beda cerita nanti ada statement apalah dia klasrifikasinya malah makin ribett, ga ngerti deh😅😅",0
@riskimahendra4059,2025-03-26T12:30:24Z,Salah ketik,0
@MaulanaAhmad-c4u,2025-03-26T12:30:06Z,Di tanya apa di jawab nya apa😂😂hedeeh,0
@sopia16311,2025-03-26T12:29:48Z,"Kehidupan di Indonesia penuh dengan kejutan masalah yg bikin heboh se Indonesia,tapi terlepas dari itu semua,damai terus rakyat dan negara jangan sampe ada perpecahan.",0
@andesta0378,2025-03-26T12:29:39Z,&quot;wilie salim lebih luar biasa&quot;😂😂😂,0
@rahmaazummi,2025-03-26T12:29:27Z,Tapi masa iya org berani ngambil kalo gada instruksi nya.,0
@kikikiswara1641,2025-03-26T12:29:00Z,Mau willy salim mau siapa pun.. yg penting jagoan gua bobon santoso..,0
@PutriTangSan,2025-03-26T12:28:44Z,Dasar PeCunDang WS,0
@puslabper,2025-03-26T12:28:38Z,"Dan gw yg gedeg nya lg semua pihak kena terutama bapak2 polisi yg disorot terus sambil kebingungan, okelah gw dan semua org ada trust issue s ma polisi tp pas diikutin lg beritanya ternyata emang team si wilsal bobrokkk! Dan gw kasian ama bapak polisi disuruh jaga yg kebingungan",0
@kayzennn8430,2025-03-26T12:28:31Z,"yang kehilangan willie yang dilaporkan willie, respect willie udah non islam masih mau berbagi untuk islam😊",1
@gxdgebuttoficiall9983,2025-03-26T12:28:21Z,"Karepmu lek wil, 🤣🤣🤣",0
@ARCIfams,2025-03-26T12:28:04Z,"Denger ws ngomong mutermuter, nggak ketemu jawaban yang pas😅 on ded dan ko bobon mukanya ah sudahla",0
@08_apliaputnimalo_paud63,2025-03-26T12:27:51Z,"Bobon terlalu baper, orang hanya ingin berbagi bukan karna lu bru orang mau masak besar. <br>Anah deh sama lu bobon😢",0
@taufiksyakirin9323,2025-03-26T12:27:50Z,"Pengen ke toilet... Gk jadi karna jauh... Jadinya masuk ke mobil... <br><br>Mikir positifnya, mungkin karna dia bilang dia blom makan seharian, bisa jadi niatnya ketoilet pusing pengen muntah, cuma jauh, mana orang banyak pula kali, jadi masuk mobil buat isi perut biar gk pusing atau mual karna perut kosong.<br><br>Mikir negatifnya, bisa saja itu alasan untuk settingan, ketoiletnyapun blom jekas alasannya, bila mana kebelet BAB ATAU BAK, masa bisa gk jadi buat ke toilet hanya karna jauh, tapi malah masuk mobil buat makan minum.. makin kebelet dong harusnya..",0
@ciptawijaya6638,2025-03-26T12:27:35Z,"Menurut info yang beredar jadi katanya WS mengadakan acara buka bersama(masak besar pada saat berbuka)<br>Jadi orang pada ngumpul sekitr jam 3an, dan si WS baru datang sekitr setengah 6 dan masak kolak durian terlebih dulu.<br>Jam 7an baru mulai memasak bumbu rendang dan setengah 12 daging baru dimasukan kekuali<br>Kalian bayangin aja kalo dari jam 3 sore kalian tunggu sampai jam 12an apakah kalian tahan?<br>Menurut saya, Kemungkinan banyak warga yang tanya ke tim WS karna tunggu terlalu lama dan ingin pulang, sehingga di ijinkan oleh tim WS untuk mengambil masakan itu.",0
@permadichelsea4168,2025-03-26T12:26:02Z,Gak ada satu pun pertanyaan koh bobon yang terjawab 😅😅😅,0
@dualima25official,2025-03-26T12:25:42Z,"teruntuk bang Willie Salim... saya selaku salah satu warga sumsel yang juga keturunan Palembang, meminta dengan amat sangat kepada bang Willie Salim agar kiranya segera datang ke kesultanan Palembang Darussalam dan menyampaikan permintaan maaf dengan setulus-tulusnya... jangan sampai berlarut-larut karena ini juga pasti akan lebih merugikan secara psikologis untuk bang Willie Salim <br><br>kami masih menerima walaupun butuh waktu untuk memulihkan nama baik kami dan atau kita semua.",0
@07farisekapratama72,2025-03-26T12:25:13Z,orang yg melakukan kesalahan pasti akan bertele-tele,0
@hardyyahardy602,2025-03-26T12:24:42Z,Ttp master chef bbon ..,0
@giandodo2,2025-03-26T12:24:28Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2173"">36:13</a> Iya in aja 😂",0
@wedantachannel614,2025-03-26T12:23:55Z,pas di telfn om ded keliatan banget gugup berarti bener settingan,0
@meycenel78,2025-03-26T12:23:44Z,😊,0
@UnderGod_666,2025-03-26T12:23:08Z,apakah meme Sigit Rendang akan diganti oleh Willy Rendang tahun ini?,0
@AndiDoda,2025-03-26T12:22:43Z,kayak ngomong sama anak smp labil yang gamau ngakuin kesalahan secara gentle,0
@abenkdistro6835,2025-03-26T12:22:16Z,Ini mah mau mencari sensasi aja <br>Mau niru masak besar segala,0
@maikiballey,2025-03-26T12:21:15Z,oot tapi kenapa harus panggil diri sendiri pake nama sendiri sih?,0
@EgiyogaNew-ww1uc,2025-03-26T12:21:03Z,Bocah labil,0
@JHONPASARIBUMUSIK,2025-03-26T12:20:40Z,Pingin Lihat kebenaran 👌 Ya di Podcast ini 🎉🎉🎉,0
@hyzess,2025-03-26T12:20:19Z,"Jujur ajah ini wilie salim ngerti ga sih pertanyaannya apa, setiap kali ko bobon ngasih pertanyaan dan disuruh milih salah satu mana yang bener, kenapa wili salim selalu njawab yang ga sesuai pertanyaan nya, curiga dia nyembunyiin sesuatu nih",0
@NeslimaMiyana,2025-03-26T12:19:47Z,"bobon ingin tanya intinya yg rendang kenapa bisa hilang, di jarah kek gimana, eh di jelasin malah beli sapi, potong sapi, sekalian aja dari kapan sapinya lahir",0
@titojr.7335,2025-03-26T12:19:42Z,willy willyyyyy banyak alesan lu,0
@jendxaz,2025-03-26T12:19:19Z,sama sama kang konten bukan sih 😂,0
@zubetelektro,2025-03-26T12:19:16Z,"Yok unsubscribe willi salim pindah ke bobon santoso. biar bobon makin sering masak2 untuk rakyat Indonesia, terlebih di bagian perkampungan, Salam dari anak madura🇮🇩",1
@QwertyQwerty-ml8hp,2025-03-26T12:19:03Z,salah satu cara menutup kasus,0
@richardpatty7556,2025-03-26T12:19:01Z,Dari omongan anak kecil itu banyak kebohongan yg di ucapkan 😢,0
@ardiansyah8017,2025-03-26T12:18:39Z,"Willy gpp jujur aja, omongin apa ada nya aja gak ush di seting² lagi.<br>Kalo memang benar itu kejadian gak di seting maka akan jadi pembelajaran untuk masyarakat kota palembang",0
@Niceelw_,2025-03-26T12:17:58Z,Willie Salim sangat bertele-tele.. keliatan banget boong nya WKWWKWKWKWKWKWKWKKWW,1
@KANGASEP5758,2025-03-26T12:17:56Z,Si Bobon kepanasan,0
@SahatMarolopSimangunsong,2025-03-26T12:17:50Z,"Semua conten creator punya peluang utk gagal dalam mengeksekusi suatu even di ruang terbuka, tetapi kegagalan itu jgn sampai tercipta citra negatif terhadap daerah itu.",0
@kikilailansyafrina7432,2025-03-26T12:17:45Z,Ga kejawab semua pertanyaan  bobon....muter kemana mana,1
@agisstriyani8729,2025-03-26T12:17:18Z,Suara Willi kaya  gemeter gituu ke ketakutan bangett,0
@Chyn26,2025-03-26T12:17:14Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=1405"">23:25</a> kebelet, nyari toilet tapi toilet nya gak ada terus malah ke mobil dan pas ditanya sama om ded &quot;ke mobil ngapain? pipis?&quot; wili malah menjelaskan dengan sendirinya tanpa menjawab pertanyaan om ded. Nah katanya kebelet dan nyari toilet tapi toiletnya gak ada terus malah ke mobil istirahat dan makan karena cape, pertanyaannya itu kok tadinya kebelet terus nyari toilet gak ada malah ke mobil istirahat dan makan, apa seenak itu ya ditahan-tahan kebeletnya sambil dibawa makan?🗿apa udah dikeluarin sebelum masuk mobil? Ah gatau ah cape",18
@ferdynr2193,2025-03-26T12:17:01Z,"Menurut gw ini nga settingan, cuma WS nya aja yg goblok, masak rendang dari sore tu warga mau nunggu sampe kapan.",0
@zubetelektro,2025-03-26T12:16:29Z,"Setelah menonton podcast ini, sy mengerti karakter willi salim seperti apa, ternyata oh ternyata..",0
@krisnaarya3220,2025-03-26T12:16:23Z,paling eneg sm cowo yg manggil dirinya sendiri make namanya wkwkwkw,0
@btsfun1jtxditonton496,2025-03-26T12:15:58Z,Pick me  banget si wili ini,0
@yusufseptian9029,2025-03-26T12:15:57Z,Konten kreator paling kontroversial,0
@ExellLan,2025-03-26T12:15:11Z,udah jelas kan klo hukum indo lembek ke orang kaya,0
@khanayakhamella2071,2025-03-26T12:15:05Z,"Sumpah yaa komenan nya beda bgt sama yg di tiktok, klo di tiktok banyak yg bela willy di youtube banyak yg bela bobon. Setelah gue fikir, tiktok bisa aja bikin akun fake unk komen, klo di youtube ga mungkim bikin akun youtube baru unk bikin akun fake berarti gue ambil kesimpulan klo di youtube satu komentar 1 orang. Di tiktok 1 orang bisa beberapa akun unk komen.",1
@lexuslexis9078,2025-03-26T12:15:02Z,"&quot;gua rugi gak papa, yang penting orang bisa makan 👍<br><br>bobon",0
@AlanSatria-p4y,2025-03-26T12:14:55Z,"Salut sama tim ♣𝙅.𝙐.𝙉.𝙊.4.𝘿♣, tanggap dan profesional.",0
@Upload-video-terserah-gue,2025-03-26T12:14:52Z,Gue percaya settingan,0
@NicolasAndreas-s3r,2025-03-26T12:14:52Z,Langsung auto fans 🐊𝐉𝐔𝐍𝐎𝟒𝐃🐊 begitu cobain layanannya.,0
@PIALA899-f7p,2025-03-26T12:14:45Z,"Nggak nyangka, ✌𝑱𝑼𝑵𝑶4𝑫✌ ngasih solusi yang nggak ribet.",0
@JhinVirtuoso-n5v,2025-03-26T12:14:41Z,Pingin tau rahasianya ♣🍫𝗝.𝗨.𝗡.𝗢.𝟰.𝗗🍫♣ kok bisa se-efektif itu.,0
@RezaAkbar-j2j,2025-03-26T12:14:38Z,"Sering denger ♣𝙅.𝙐.𝙉.𝙊.4.𝘿♣, akhirnya tau kenapa populer.",0
@PIALA899-p7g,2025-03-26T12:14:32Z,"Rekomendasi teman ternyata terbukti, 🐊𝐉𝐔𝐍𝐎𝟒𝐃🐊 memang top!",0
@ZahraAditya-t3l,2025-03-26T12:14:27Z,"Simple banget, ✌𝗝𝗨𝗡𝗢 𝟰𝗗✌ bikin hidup lebih praktis.",0
@PIALA899-d1u,2025-03-26T12:14:22Z,Hari gini cari yang instan? ✌𝑱𝑼𝑵𝑶4𝑫✌ solusinya!,0
@ArtySingapore,2025-03-26T12:14:19Z,Ngomongnya bertele tele si willy ktauan bohongnya,0
@anggareynandi2742,2025-03-26T12:14:06Z,"Amatiran si willie ni, kalo punya duit simpen aja buat lo, gausah ngide bNtuin orang, demi konten lagi😂",0
@yoghachristiandevita2083,2025-03-26T12:13:43Z,Hanya tololers yang subcribe willi salim,0
@FarmasiRanap-k3h,2025-03-26T12:12:37Z,sangat tidak suka dengan bobon !!!!!!!!!!!!,0
@KenoRiah,2025-03-26T12:12:17Z,Kalo nyaleg dpr jadi nih bobon,0
@FarizArdhian,2025-03-26T12:11:51Z,Dengan sendirinya dia membongkar kebohongannya sendiri...😂😅😂😂,0
@You-qy7bg,2025-03-26T12:11:47Z,kita tarik sejarahnya 🗿,0
@khomsatunanisa3689,2025-03-26T12:11:35Z,"Belibet bgt siwil itu, pertanyaan apa jawabnya satu sks",0
@egisaputra2808,2025-03-26T12:10:56Z,"Sip Koh Bobon, Saling Terbuka aja.",0
@lukmanalmaliki3729,2025-03-26T12:10:54Z,bagi willi si bocil. konten dan viewa adalah segalanya. entah pake cara yg culas apapun bagi dia sah,0
@Abuntv,2025-03-26T12:10:54Z,Ber getar gk tu,0
@AdwentiSelflove,2025-03-26T12:10:34Z,Kenapa dia selalu menyebut namanya setiap kali?,0
@adityafajarpratama3501,2025-03-26T12:10:13Z,"Waktu itu gw liat konten orang lain yang pas ngambil sop duren, si sop duren nya di ambil dengan cara di kobok sama warga nya, dan ga ada yang marahin atau negur",0
@Imansaputra92-xv9rh,2025-03-26T12:09:43Z,ane kalo kebelet gak bakalan kemakan tu nasi karna nahan diperut😂 hebat juga bisa makan,0
@uyenukami,2025-03-26T12:08:28Z,Banyak alasan saya gak pernah mau subscribe akun willy atau follow ig willy..,0
@repitasari458,2025-03-26T12:08:01Z,Ga dimaafin will,0
@LasminiHalilintar,2025-03-26T12:07:56Z,Gua Simpul kan . <br>Orang Banyak Omong Itu Isi Nya Nol Besar.<br>Pasukan Bobon Ngumpul 🥰,1
@mohdnazrie6069,2025-03-26T12:07:36Z,Terbaik baik mas bobon..guwe dukung..Salam dri malaysia,0
@03_afridhohapidhpratama79,2025-03-26T12:07:19Z,"Kalau pandangan saya,ini bukan masalah rendang wili tapi orang Indonesia ya , masalah kaya gini satu Indonesia menghujat Palembang, dimana rasa hormat kalian terhadap suku,ras,agama,dan budaya.sangat miris sekali terhadap integrasi nasional kita,semakin hari semakin renggang toleransi terhadap suku, ras, agama,dan budaya gara gara media sosial.kita boleh berkomentar tapi jangan berlebih-lebihan.<br><br>Saya tidak kaget sifat Palembang,tapi saya lebih kaget orang Indonesia yang mementingkan diri sendiri dibandingkan menghormati suku, ras, agama,dan budaya",0
@abdulgofur1064,2025-03-26T12:07:14Z,Bilang mau ketoilet pasti kebelet donk tapi kok malah ke mobil makan lucu sekali 😂😂😂😂,0
@zaenalabidin8083,2025-03-26T12:06:58Z,Setingan..saya masak rendang 10 kg aja mkan wku 3-4 jam.,0
@fajrinmasher,2025-03-26T12:06:43Z,Kapan masak  di Sulawesi bang,0
@RizalKijay,2025-03-26T12:06:24Z,Fakta settingan <br>1.willie salim pergi ke toilet sama maayarakat <br>2.diem di mobil dan tau tau bilang &quot;rendangnya ilang&quot; keadaan dimobil😂,0
@putriramadhan2725,2025-03-26T12:06:12Z,"entah gue org yg gasuka org2 yang gampang benci sama org. jujur, gue bukan fans willie atau bobon. ga pernah nonton konten mereka juga. cuma yang gue tangkep dan POV gue, disini si wili emg salah tp udah terbuka bgt. cuma gue kaya kurang respect sama bobon. malah gue ngrasa dia sombong sampe blg ada org ter-inspirasi sm dia ko “malah dia kesel”. terlepas dari smua ini, “ko bisa kesel”. mana banyak motong dgn ekspresi begitu. hrusnya sesama konten kreator yang sama knpa ga saling ngasih feedback biar ga tambah ricuh. malah ngasih opini2 bikin makin manas. kaya d sayangkan aja sesama konten di bidang yang sama, apalagi s wilie newbie, knpa ga di kasih arahan (tanpa memojokan)",3
@kobet711,2025-03-26T12:05:29Z,yang masih jelek jelekke palembang fix buzzer beliau,0
@VizartGameing,2025-03-26T12:05:04Z,"Dikit&quot; Ngatain suku, agama, indonesia ni boss",0
@NayaCiptaAnugerah,2025-03-26T12:04:24Z,"Itulah perlunya perencanaan yg matang,  karena kesalahan gagal dalam merencanakan kelakuanmu merugikan satu kota. Itu kata kuncinya!!.. Org rebutan itu karena gagal dlm pengelolaan itu efek dr kegagalan perencanaan mu. No debat! Fix wili salim salah ditambah dg freaming yg dia buat di kontennya yg mengatakan &quot;tragedi daging hilang&quot; Menambah menjerumuskan narasi org tentang warga palembang.",3
@ErwanChannelpodcast,2025-03-26T12:03:29Z,"Ke toilet gak jadi, pipis dan beol di mobil hhhhh lucu",0
@ranissaanissa5311,2025-03-26T12:03:24Z,"Cuma pengen viral bikin satu derah di cap jelek, malu&quot; in cari cuan boleh tapi jangan sampai mempermalukan orang atau daerah lain, sudah jadi terbiasa buat salah trus minta maaf klarifikasi, halahh",1
@nevaindri3550,2025-03-26T12:03:21Z,"Naman konten semua org punya ciri khas masing” lah, kalo niru plegiat salah lagi! 😅",0
@arofsayabanibani7608,2025-03-26T12:03:13Z,"Nggak cukup hanya niat baik.. Gk bisa spontan2 gitu,,, harus fikirkan sebab akibat dalam sgala sesuatu,, namanya orang ramai org random disana.. Dan palembang itu kota besar.. Dan mohon maaf di kota palembang itu smua suku ada,batak jawa,cina padang smua ada.. Jadi jgn langsung di tuduh org palembang gk pernah makan rendang primitif dan sgala macam,jgn cari pembenaran kau willy,, kau banyakan teryata2, <br>Kau sekedar cuma buat konten demi duit aja,cari viralnya aja,<br>Buktinya koko bobon udah jelasin pernah buat konten sama kau kasar kau perintah2 tim koko bobon.. Kau tinggalkan rendang di keramaian,ke toilet,ke mobil.. Kau bnyk drama willy,tapi apapun itu saya sbagai orang sumatra Selatan kabupaten lahat,mengucapkan mohon maaf atas smua yg terjadi,palembang itu ibu kota provinsi kami sumsel,kau jgn cari pembelaan willy,kau mohon maaf langsung aja kau jgn sama ratakan smua org palembang pencuri dan primitif,nnti kami timbun rumah kau sama kluarga kau pakai rendang itu mau kau.. ?? <br>Kami gk main2,faham kau???<br>Willy salim bisa jadi kerja sama dengan para politikus yg kalah pilkada untuk membuat palembang berkasus",2
@tomygunawan5509,2025-03-26T12:02:27Z,Deddy Corbuzier : idih COBUZZER😅,0
@ahmadkiraman349,2025-03-26T12:02:23Z,wow,0
@tanmei7699,2025-03-26T12:02:20Z,"Maaf, kl orang mau masak besar apa hrs krn terinspirasi dr B tdk ada org lain lagikah ? ( terlalu PD )<br>Sprtinya bnyk org yg melakukan hal itu sprt Yenni d China jg melakukan hal itu...<br><br>Apakah melakukan masak besar hrs krn merasa tdk suka dg B ?<br>Bukankah siapa saja bisa dan berhak melakukannya ?<br><br>Melakukan masak besar dg Ustad apakah hrs krn faktor tdk suka dg B ?<br>Apakah ada peraturan selain B tdk boleh melakukan masak besar dg Ustad ?<br>Bgmn kl ternyata yg melakukan hal itu bukan dr W ?<br>Apakah akan berpikir hal yg sama ?<br><br>Kenapa ya sy merasa dr perkataan B justru yg selalu berpandangan negatif dg W ?<br>Apa2 yg d lakukan W selalu d sangkutpautkan dg dirinya....Baper gak sih ?<br><br>Sprtinya setiap org punya sisi kebaikan dan bisa menebarkan kebaikan tanpa mencontoh dr siapapun atas kehendak dirinya sendiri dan sesuai dg kemampuannya...<br><br>Salam damai 🙏",0
@servishpservishp1589,2025-03-26T12:01:52Z,Beda jauh Wili Salim vs bobon lebih josss bobon konten nya bagus2 wkwkw pas lihat odg berenang es yang di buat bobon bikin ngakak,0
@yusneny9452,2025-03-26T12:01:28Z,"Kesalahan Bang Deddy Corbuzier, karena orang Top dan succes.makanya banyak yg Iri.",4
@rudyambrilla,2025-03-26T12:01:08Z,Jangan kasi panggung lagi Willie Salim.,0
@ramayudhistira1854,2025-03-26T12:00:45Z,"Beda banget komennya,di yt sama di fb,di fb banyak yg menjelekan palembang🙏",0
@DwimarkaMaulana-rq2rc,2025-03-26T12:00:42Z,Woy will orang kasih ngomong dulu lah buat ngasih opini😂,0
@tantridesi5309,2025-03-26T12:00:15Z,"Kan lu kaya raya willi salim, klo proyek lu gagal yaudah gausah diposting konten lu, simpen buat pelajaran diri sendiri buat evaluasi diri.....<br>Ngapa juga lu posting kontennya anehhhh....emg pngen viral aja elu mah",0
@putri_kecil29,2025-03-26T12:00:05Z,Saya tim yg percaya omongan nya bobon dari pada omongan willy ini jelas&quot; setingan kok ngejelasin nya muter&quot; duh itu aja udah gugup,1
